Codrecurso,URLNombreCast,Nombre,URLNombreBuscador,CodCategoria,IdRecursoCategoria,IDCATEGORIA,NombreLocalidad,Tipo,Especialidad,Path,ImgFichero,DescripZona,Distancia,GEORR_X,GEORR_Y,DIPLOMACOMPROMISO
"3352","Aralar","Aralar","Restauracion","                                                  ","2633","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3352FotoTH1.jpg","Cuenca de Pamplona","","611673","4740842","NO"
"4340","Aralar","Aralar","Restauracion","","3031","02040000","AIZOÁIN","Restaurantes","Casera o regional","01\01\03\00\","4340FotoTH1.jpg","Cuenca de Pamplona","","607698","4744278","NO"
"4487","Arandigoyen","Arandigoyen","Restauracion","","3038","02040000","ARANDIGOYEN","Restaurantes","Asador","01\01\03\00\","4487FotoTH1.jpg","Zona Media","","583014","4724426","NO"
"115","Arangoiti","Arangoiti","Restauracion","","2943","02040000","YESA","Restaurantes","Casera o regional","01\01\03\00\","115FotoTH1.jpg","Zona Media","","647545","4720207","NO"
"7355","Arantza","Arantza","Restauracion","081004","7447","02010000","ARANTZA","Restaurantes","Asador, De autor, Vegetariana","02\01\00\00\","7355FotoTH1.JPG","Pirineos","","601864","4782368","NO"
"5320","Arbizu Eko Kanpina","Arbizu Eko Kanpina","Restauracion","","3059","02040000","ARBIZU","Restaurantes","","01\03\00\00\","5320FotoTH1.jpg","Pirineos","","578724","4749939","SI"
"1665","Arcos","Arcos","Restauracion","081101                                            ","2554","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","608960","4740469","NO"
"236","Ardoi","Ardoi","Restauracion","","2992","02040000","ZIZUR MAYOR","Restaurantes","Casera o regional","01\01\03\00\","236FotoTH1.jpg","Cuenca de Pamplona","","606694","4738676","NO"
"273","Area 99","Area 99","Restauracion","","3004","02040000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","01\01\03\00\","273FotoTH1.jpg","Zona Media","","579763","4722761","NO"
"7303","Área de Servicio Alsasua Dirección Irún","Área de Servicio Alsasua Dirección Irún","Restauracion","081101","7277","02020000","ALTSASU/ALSASUA","Cafeterías","","","","Pirineos","","0","0","NO"
"1420","Área de Servicio de Tudela","Área de Servicio de Tudela","Restauracion","081001","2309","02010000","FONTELLAS","Restaurantes","Casera o regional","02\01\00\00\","1420FotoTH1.jpg","La Ribera","","615837","4652131","NO"
"1705","Area De Servicio De Valtierra (margen N.)","Area De Servicio De Valtierra (margen N.)","Restauracion","081101                                            ","2594","02020000","VALTIERRA","Cafeterías","","","","La Ribera","","609300","4672874","NO"
"1635","Area De Servicio Imarcoain Sur","Area De Servicio Imarcoain Sur","Restauracion","081101","2524","02020000","IMÁRCOAIN","Cafeterías","","","","Cuenca de Pamplona","","613085","4732034","NO"
"1452","Area de Servicios Zuasti","Area de Servicios Zuasti","Restauracion","081005","2341","02010000","ZUASTI","Restaurantes","Casera o regional","02\01\00\00\","1452FotoTH1.jpg","Cuenca de Pamplona","","602586","4746275","NO"
"1384","Argia","Argia","Restauracion","081005","2273","02010000","NOÁIN","Restaurantes","Casera o regional","02\01\00\00\","1384FotoTH1.jpg","Cuenca de Pamplona","","611750","4735276","NO"
"6354","Argileku","Argileku","Restauracion","081002","6299","02010000","PAMPLONA","Restaurantes","Asador, Casera o regional","02\01\00\00\","6354FotoTH1.JPG","Cuenca de Pamplona","","0","0","NO"
"4029","Aribe","Aribe","Restauracion","","3025","02040000","ARIBE","Restaurantes","Casera o regional","01\01\05\00\","4029FotoTH1.jpg","Pirineos","","641446","4756260","NO"
"1238","Aritz-Alde","Aritz-Alde","Restauracion","081001","2127","02010000","ETXARRI-ARANATZ","Restaurantes","Casera o regional","","","Pirineos","","576362","4751006","NO"
"1454","Aritzalko","Aritzalko","Restauracion","081005","2343","02010000","ETXARRI-ARANATZ","Restaurantes","Casera o regional","02\01\00\00\","1454FotoTH1.jpg","Pirineos","","575145","4749915","NO"
"1385","Armendi","Armendi","Restauracion","081005","2274","02010000","BELZUNCE","Restaurantes","Asador","02\01\00\00\","1385FotoTH1.jpg","Cuenca de Pamplona","","607594","4750598","NO"
"1239","Armua","Armua","Restauracion","081005","2128","02010000","URDAZUBI/URDAX","Restaurantes","Casera o regional","02\01\00\00\","1239FotoTH1.jpg","Pirineos","","619378","4792428","NO"
"1306","Arocena","Arocena","Restauracion","081005","2195","02010000","DONEZTEBE/SANTESTEBAN","Restaurantes","Casera o regional","02\01\00\00\","1306FotoTH1.jpg","Pirineos","","607498","4776726","NO"
"1082","Arotxa","Arotxa","Restauracion","081002","1971","02010000","LEGASA","Restaurantes","Asador","02\01\00\00\","1082FotoTH1.jpg","Pirineos","","610305","4776180","NO"
"4794","Arrobi Borda","Arrobi Borda","Restauracion","","3044","02040000","EUGI","Restaurantes","Casera o regional","01\01\03\00\","4794FotoTH1.jpg","Pirineos","","621090","4763464","NO"
"7092","Artea","Artea","Restauracion","081001","6995","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","7092FotoTH1.JPG","Cuenca de Pamplona","","609917","4742372","NO"
"3925","Artwohl","Artwohl","Restauracion","081002","2668","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","3925FotoTH1.jpg","Cuenca de Pamplona","","611348","4741027","NO"
